"x"
"관람객너무재미써오ㅠㅠ토이스토리 최고 꼭봐여 꼭  "
"시험 끝나고 첫영화 기대를 많이했나 ㅜ  "
"첨부터 끝까지 우디를 위한 영화였음.. 보핍이 엄청 걸크러쉬 넘치게 바뀜ㅋㅋ  "
"진짜 명작!!! 제작진들 천재에요  "
"관람객영화보다 애니에서 느끼는게 많은건 대단합니다.제점수는요  "
"5 존버합니다,, 토이스토리는 존재만으로도 행복감을 줘요 마음이 편안해져  "
"전편 모르는채로봤는데 볼만했음 내용 몰라도 볼만함생각보다는 재밌었음  "
"너무나 재밌오 우디 내뀨  "
"관람객진짜 꼭 봐야하는 영화!!  "
"거의 모든 장면들이 슬픔  "
"관람객꼭 행복해라 우디 친구들아  "
"본인의 자아를 찾아 떠나는 캐릭터들의 성장을 그린 멋진 영화였네요. 죽마고우였던 우디가 버즈를 떠난다는 점이 특히 슬펐지만 아이들을 위해서가 아닌 본인의 행복을 찾아 떠난 점이 멋있었네요. 어릴 적부터 보면서 같이 성장한 긴 여운이 남는 영화였습니다.  "
"저도 한번 보고 와서 재미있어요 한번 안 보고 오시분들 보고 오세요  "
"나이가 들어도 재밋는영호ㅓ  "
"줜나 지줫대로 살아도 모두가 사랑해주는 우디 같은 사람이 되기  "
"4편까지 나왔는데 마지막까지 추해지지않고 밸런스를 유지한 부분에 큰 박수를 주고싶음. 인간보다도 인간다운 장난감들의 이야기에 가슴이 찡했습니다. 우디가 친구들과 이별하고 새 삶을 찾아가는 장면에서는 펑펑 울었음. so long partner!  "
"관람객애기들때문에 더빙으로 봤는데~  베테랑 성우분들의 열연때문인지  자막의 정서를 100% 는 아니더라도 80%이상 표현이 된거같아 좋아요~!!  아쉬운건...  몇몇 성우님들이 바뀌신거같아서 중간중간 몰입이 좀 흐트러지긴 해요~! ^^  "
"관람객새로운 우디의 출발을 위해~  "
"일단 무엇보다 내 최애 토이스토리를 처음으로 극장에서 보게되어서 기뻤고 한번 주인은 영원한 주인이란 말이있듯이 앤디랑 친구들이랑 결말짓는 스토리로 5나왔으면 좋겠다 ㅠㅠ 우리는 아직 앤디를 잊지않았으니까 또,우디는 친구들이랑 있을때 가장 빛나보였으니까  "
"관람객인형도 성장하네요... 사람이 성장하는 것과 같이... 그만큼 저도 성장한 것이겠죠..  "
"관람객동심으로 돌아갔어요 헤헤  "
"짱짱짱~짱짱~짱짱짱~짱짱짱  "
"관람객감동적인 스토리였어요. 근데 지난번 주제보다 약간 실망한 느낌... 하지만 포크라는 엉성한 설정은 재미있고 설득력 있었어요.  6학년 딸이 재미있다했어요. 그리고 심야에 갔는데 거의 어른들이 혼자서 보러 왔더라구요, 아이없이.. 어른을 위한 영화  "
"관람객3편만한 엔딩은 나올 수 없다고 생각했는데  내 생각이 틀렸다  "
"관람객토이스토리 4 재밌어요 극장 좋아요  "
"얼른 5 나오길 기대합니다 엄마손잡고봣었는데 이젠 제가아들대리고 보고왔네요  "
"관람객굿굿굿!!아쉬움이남는건어쩔수없지만최고야!!  "
"토이스토리 3부터 극장에서 봤는데, 이건 정말 어른아이 할것없이 볼만한 영화에요! 어릴적 잃어버린 추억도 되새길수 있고, 재미와 감동 모두 있네요! 집에와서 넷플릭스로 토이스토리 1 2 3 정주행하게 되었어요 ㅎㅎ  "
"관람객애니가아니다명작이다  "
"관람객1,2가 그리워졌다. 그때가 가장 행복한 시기였구나 싶다.  "
"관람객귀엽고 나름 재밌었어요.  "
"감동적이고 유쾌하고 꿈같은 시간을 선물해줘서 고마워  "
"관람객뭔가 가슴찡하고 애뜻한 토이스토리  "
"관람객무난무난~ 볼거없을때 보기좋은 정도..ㅎㅎ;;  "
"역시 재미있었고 기대이상이었다: 많이 울었고 버즈랑 제시랑 예전 친구들이 조금밖에 안나와서 조금은 아쉬웠다. 그리고 보니 비판하시는 분들 님들 어릴때 뽀사먹고 버려버린 장난감 생각해보세여  "
"관람객1,2,3가  붉은색 감동이면 4는 다른색깔의 감동....  "
"그냥 볼 만해요평점이 왜 이렇게 높은지 모르겠어요  "
"추억이 새록새록 보면서 즐거웠던 영화! 여러 장난감들의 이야기도 다루면 더 재밌을 것 같다  "
"최고의 마무리를 더욱더 최고로 마무리시킨 '걸작'  "
"관람객재밌어요 ㅜㅜㅜ 애기들도 많이보러오더라구여 ㅎㅎ  "
"관람객아이 키우는 부모 입장에서 픽사 애니메이션은 항상 감동!!  "
"관람객아이도 잘보고 저도 너무 잘봤어요  "
"이게 알라딘 보다 낫다고? 영화 보는 눈이 없네.  "
"관람객장난감들이 이제 자기들 걱정 안해도 된다고 해주는 것 같았어요ㅜ 재밌었습니다.  "
"관람객아름다운 은퇴. 너무 감동적이다  "
"관람객최고 쵝오  최고 최고 최고 최고!  "
"관람객긴 여운을 남기는 애니매이션~  "
"관람객말이 뭐가 필요하겠습니까 .... 내가 초등학교때 봤던 영화가 내아이가 볼 나이때 또 개봉이 되다니....  "
"관람객4편 평이 워낙 좋아서 1,2,3편을 연달아 챙겨보고 극장가서 봤는데 3편 보다는 덜한 느낌! 4편에선 우디 스스로의 삶을 향해 나아갔으면-하는 메시지를 표현하고 싶었던 거 같다.  "
"애착부터 분리(유기)불안을 거쳐 자존에 이르는 승화의 단계를 유려하고 매력적으로 그려냈다.  "
"나중에 앤디의 자식들에게 다시 장난감들이 갔으면 좋겠다ㅠㅠ  "
"재밌게 봄 ㅋㅋ10자 짱나네  "
"관람객우디가 새 삶을 찾은건 좋지만 그래도 아쉽다ㅜㅜㅜㅜ흑  "
"관람객동심으로 돌아간거같아 좋아  "
"관람객우디가....우디가....ㅠ.ㅠ이제 5의 주인공은 우주맨입니까? 너무 재밌게, 찡하게 잘봤습니다. 아무리 지브리 스튜디오 작품성이 좋네 어쩌네 해도 PIXAR가 최고인듯...  "
"너무나 완벽한 3였기에, 이번 작품은 4라는 넘버링보다 외전이였으면 어땟을까하는 아쉬움이 있음  "
"관람객아이들이 좋아해요... 재밌게 봤어요  "
"관람객어벤져스에 버금가는 엔딩이었습니다.ㅠㅜ  "
"관람객역시 아이가 좋아했어요~재밌습니다  "
"관람객아이도 어른도 너무 잼있게 본 토이스토리4 였어요~아이와 함께라면 혹은 어른이 본다해도 강추합니다~^^  "
"관람객아이들과함께 너무재밌게 잘봤습니다 덕분에 바로 장난감사줬어요ㅎㅎ  "
"관람객진짜 최고에요ㅜㅜ 토이스토리는 항상 제 기대감을 져버리지 않는 영화였고 이번에도 역시 마찬가지였어요ㅜㅜ 얼마나 웃으면서 봤는지 몰라요ㅜㅜ 남자친구도 너무너무 재미있어했어요ㅎㅎㅎㅎ 또 보고싶다ㅠ_ㅠ  "
"관람객재미있어요. 캐릭터들 너무 귀여워요.  "
"토이스토리 5편 만들어주세요. 바라는 건 오직 그것 뿐.  "
"1,2,3편을 관통하는 커다란 주제를 싸그리 무시해버리는 결말과 개나줘버린 개연성을 보고 충격받았습니다.특히 3편이 왜 명작이였는지 디즈니가 전혀 고려하지않은느낌.나머지 원작의 캐릭터들은 들러리만들어버리고.그냥 웃기기만 했네요.  "
"별로였음.포키 한개를 살리기 위해 나머지 캐릭터는 다 죽인 영화..픽사가 포키 애니메이션 낸다더니 그걸위해 나머지 캐릭터는 다 희생된 느낌임. 우디가 앤디를못잊는 모습과 보니옆에서 행복한듯 잠드는모습이 생각나서 먹먹함...  "
"관람객누구에게나 선택의 순간이 온다. 우디가 진정 행복하길 바라며..  "
"음...무척 기대하고 봤는데 기대 이하였고 유치했어요 돈내고 봤다면 아까웠을듯 비추  "
"관람객우디를 좋아해서 그런지 너무 많이 울었던 영화 ㅜㅜ  "
"관람객토이스토리3가 너무 완벽한 엔딩이라 살짝 불안했지만, 옛 연인과 만나 새 삶을 찾는 우디가 멋짐  "
"우디는 멋졌고 버즈는 대단했다  "
"토이스토리는 내 추억이자.. 어린시절  "
"관람객5편 빨리 나와라....  "
"시작부터 왜이리 눈물이 나던지...ㅠㅠ 3편이 워낙 완벽한 엔딩이였던지라 약간의 우려를 했으나..4편 또한 대단한 마무리 였던 것 같습니다.오히려 이번 4편으로 인해 10년뒤, 혹은 20년뒤의 토이스토리 5편을 기대할 수 있게 되었습니다.  "
"저는 정말로 재미없게 봤습니다. 때가 많이타서 그럼지 존윅이 훨 재밋네여~ 별4개마느남깁니다  "
"진짜 우디랑 버즈랑 헤어질 줄은 몰랐는데... 확실히 이 영화의 주인공은 우디라는 걸 각인시켜줌ㅠㅠ 잘살아 우디....  "
"관람객wfsadfasdfadsfasdf  "
"픽사의 애니는 역시 명불허전  "
"관람객후... 나의 어릴적 추억의 우디가 이제 자신만의 삶을 살아갈 날이 오네  "
"앤디가 자랐듯이 우디도 자랐다.  "
"4편은 후일담 느낌. 우디는 싸나이였다  "
"진짜 내 인생작 토이스토리 ㅠ 기대하고 봐도 너무 재밌게 봤듬  "
"관람객어린시절 장난감에 대한 애착, 향수가 다시금 떠오르는~~♥ 우디 넘 좋아!  "
"보보보~~넘나 훌륭한 영화!!  "
"관람객이너보이스를 믿으세요  "
"오늘보고 왔는데 4편도 충분히 잼있긴한데 3보다는 별로인건 팩트인듯  "
"3까지만 나왔어야했다  "
"새로운 주인을 만난걸 축하해 우디  "
"관람객지옥의 솜뭉치 .. 으허허허헣  "
"관람객우디 고생많았고 이제 행복해  "
"관람객애니매이션계의 영원한 명작  "
"추천 재미 감동 꼭 보세요  "
"오랜만이어서 그런지 더 감격스럽네요. 다음에도 또 보고싶다 파트너  "
"킬링타임용 기대하고 보지말것  "
"끝에 울었다 ㅋㅋㅋㅋ 넘 슬퍼 ㅠ  "
"관람객토이스토리 1,2,3 다시 정주행해야겠다~|  "
"토이스토리1만보고 어른이됐는데 이번에 아이데리고 보러가봤네요 어릴땐 진짜 저렇게 장난감들이 나없을때 살아서움직일거라생각했는데ㅎㅎ 저랑 아이랑 다 재밌게잘봤어요  "
"관람객ㄹㅇ돈아까움 개재미씀  "
"관람객우디가 행복했으면 좋겠네용  "
"그냥 좋았다. 어린 시절을 마주할 수 있어서 좋았다.  "
"관람객보니미워ㅜ  영원한 친구  "
"관람객마지막편이아니길..  "
"결말이 너무 좋아요 잘됐다요  "
"관람객재미는 있는데 설정붕괴가 꽤 있네요 ㅠㅠ  "
"역대 제일재미없음  보다 졸았다  "
"관람객애니도 나이들 수록 느낌이 달라지네 서글프기도 하고  "
"이걸 왜 25년 동안 몰랐지 나는 개 억울해  "
"개비개비 고장난 소리상자 보핍한테 고쳐달라하지...우디는...그래도 영화는 갸꿀잼  "
"관람객너무재밌었어요 꿀잼강추  "
"관람객근래 본 최고의 러브스토리 영화  "
"관람객어릴적 추억을 느낄수있는 영화  "
"마지막에보고 가슴이 찡했다..ㅠㅠ보니야 엔디가 잘 맡겨줄줄알고 너한테맡긴건데 우디는 쳐다도안보면 우디를 준 엔디는뭐가되니...  "
"이번 4편 쿠키영상으로 보니가 새로운 친구를 만들었는디... 그친구가 참으로 궁금하단 말이여...설마 5편으로 그 칼같이 생긴 친규 나오는거 아니야? 포키랑 손잡고 눈누난나 할까? 궁금한ㅣ 1인  "
"관람객정말재미나게보았어요~앤디가정말~감동  "
"관람객진짜 최고의영회,,,  "
"관람객행복하자 우디야!! 개인적으로 완성도는 3편이좋았던거같아요  "
"관람객아들이 너무 좋아했어요~  "
"관람객아이와 어른들이 함께 공감할 수 있고 더 나은 나를 위한  선택이란 무엇일까를 생각해보는 성장드라마 같은 영화  "
"관람객무한한 세계 저 너머로.. 비단 장난감의 관점에서 뿐 아니라 나 자신에게 너무나 위로가 되고 용기를 주는 말이다. 디즈니를 보며 언제나 느끼지만 애니메이션은 아이들만의 전유물이 아님에 확신한다.  "
"관람객토이스토리 외전같은느낌  "
"관람객우디의 예상외 선택! 인간의 인생을 보는거같아요~ 무엇이든 정답은없어요 자신이 선택하는길이 정답인것을!!  "
"관람객너무 재미있게 잘봤어요 어른이봐도 잼나요  "
"또 봐도 될 정도로 감동과  유머 다 잡았다.  "
"관람객ㅠㅠㅠㅠ 아.. 진짜.. 뭔가 마음이 아프다..  영화 본 뒤 마음이 행복하지만은 않았는데.. 뭔가 계속 안타까운 느낌.. 행복하지만 슬펐다..  "
"너무 재밌는데 한편으로는 뭉클하고 너무 슬퍼요ㅠㅠ 결말이 그렇게 될 줄은 상상도 못했지만 우디가 행복했으면 좋겠어요ㅠㅠㅜㅜ우디야 행복하게 살아...응원할게,,,  "
"어릴때부터 너무 사랑하던 토이스토리기에 이번거는 평점 조정이 필요허다. 내맘속 엔딩은 3편인걸로..  "
"다 좋은데 너무 짧다. 1시간 반정도인줄은 몰랐는데 영화가 너무 짧게 끝나서 아쉽다.  "
"관람객굿잼 꿀잼 레알꿀잰 하 완전 꾸루루르를ㅈ잼  "
"관람객재밌었었요 그런데 너무 우디 중심으로 돌아간것같아서 좀 아쉬웠습니다. 그리고 마지막에 친구들과 헤어질때 가슴이 답답하고 먹먹했네요.. 전 쭉 함께있는 모습을 보고싶었는데 우디의 선택이니 어쩔수없겠죠  "
"영화  보는 내내 한번씩 우디의 태진아 아저씨 필은 나뿐인가??ㅋㅋ  "
"스케일과 감동은 토이스토리2 수준. 3은 넘사벽. 3은 보고 또 봐도 사람 울리는데..여러분 저만 이렇게 실망했나요??  "
"무한한 공간 저 너머로.  "
"관람객사랑해요 토이스토리~  "
"ㄹㅇ시간도둑 개재밌어용  "
"재밌게 봤습니다. 언제나 픽사는 따뜻해서 좋습니다.  "
"토이스토리를 7살 아들 덕분에 극장에서는 처음봤다. 친숙한 캐릭터들의  조화는 역시완벽했다. 특히 새로운 쓰레기? 친구의 등장이 새로웠다.다만 기존캐릭터들의 비중이 낮은점은 아쉬웠다.감동과 웃음이 적절히 배합된 달콤한 아이스크림 같은 영화였다.  "
"애들은 원래 쉽게 질리고 쉽게 꽃히고 그럼그런점에서 보니를 비난하고싶지는 않음 오히려 앤디가 특별했던거고 그래서 토이1~3이 호평을 받은거였지 이영화는 그냥 토이스토리 시리즈가 앞으로2,3편 정도 더 나올수있게 해준점만이 가치가 있음  "
"관람객완벽하게 다시 돌아와서 고맙습니다ㅎㅎ포키라는 대중적인 캐릭터도 만들어주었고 각본도 완벽했다 몰입감 최고의 영화 나도 포키를 만들고싶어진다  "
"관람객3에서 더 나올게 있나 싶었는데 있었더라고요  "
"재밋군 재밋어...  애들 영화가 아니다  "
"캐릭터들의 행동이 너무 개연성없어보임. 3편까지 일관성 있던 우디의 가치관은 한순간에 파괴됨. 이도저도 아닌 악역. 토이스토리는 3편에서 멈췄어야 했다. 픽사 영화에 실망하기는 참 오랜만이네요.  "
"관람객졸림.. 반전도 없고 재미도 없고 .. 그냥 1편에서 끝냈어야지...  "
"관람객재밌었어요~개인적으로 결말이 좀 맘에 안들지만 그래도  재밌었습니다~  "
"관람객재밌어요 ㅋㅋ 귀엽고 보는내내재밌게본듯  "
"관람객감성자극 어른들의 동화느낌ㅠㅠ 언제봐도 좋은 토이스토리 시리즈입니다  "
"관람객재미있었어요, 엔딩은...  "
"관람객스토리가 너무 좋았다. 누군가의 장난감이 아닌 자신의 삶을 사는 엔딩이 전편보다 더 발전한 결말이라는 생각이 든다 감동ㅠㅠ 다시 또 볼거다  "
"관람객“To infinity”“And beyond”  "
"관람객재밌지만 아쉬운점도 많았던 토이스토리4ㅠㅠ  "
"관람객명불허전 믿고보는 픽사  "
"3편이 이별했지만 가까운곳에 있어서 언제든 볼수있는 느낌이었다면 4편은 우디와 영영 이별하는거같아서 더 눈물이 많이났다  "
"관람객어떨때는 이런식의 엔딩이 좋은듯싶습니다 ㅎㅎㅎ 어쉬움도있지만 띵작!!  "
"포크가 포키면 마지막에 나이프는 나이키임?  "
"관람객시리즈로 나와서 좀 걱정했는데 토시스토리4 진짜 완전 ... 고마워 우디.  "
"행복한 2시간이었습니다 (T_T)  "
"최고 ㅠㅠ 또보고왔는데 또 울었음  "
"관람객약간 아쉬웠지만 마지막 장면에서 우디와 같이 내 마음도 가벼워 짐을 느꼈다.  "
"엄청 힐링되요 보는내내 웃음이 나오고 놀라고 웃고 어른들이 오히려봐도 즐거운 영화  "
"관람객이보다 좋을 순 없다. 단 여성캐릭터가 너무 쎄게 나오는거 보니깐 페미??? 느낌 좀 나서 짜증남  "
"9년 기다렸지만... 아쉽다  "
"기대한만큼 아쉬운게 많은 4시리즈..ㅠㅠ  "
"3편만큼은 못하지만 여전히 사랑스럽고 감동스런 영화. 어른을 위한 동화는 계속된다. 역시 키아누 리브스의 카붐이 히트~!!!  "
"관람객다시보고싶다...넘좋았음  "
"관람객후속작이 어색하거나 재미없지 않은 영화는 몇없는데토이스토리가 대표적이다  "
"관람객나에게 토이스토리는 인생이다  "
"관람객재미떠여재미따여재미떠여재  "
"관람객나는 동심파괴 되었나보다... 별루  "
"관람객토이스토리추~ 아주 재밌었어요  "
"관람객여운남아서 집에가서 시리즈다시 몰아봄  "
"관람객내 어릴 적 추억으로만 남을 줄 알았던 토이스토리가 어른이 되서도 추억이 되어주었다.  "
"관람객디테일이나 내용에 감동을 받았음  "
"잤어요... 어렸을때부터 보고 자라고 매니아 층만 보세요... 저처럼 여친따라 봤다간 잡니다...  "
"역시 잼있었음~~내사랑 우디~~~마지막엔 눈물 찔끔  "
"스토리는 사족이 많았지만 재밌는 요소들로 빈 공간 채워넣음  "
"관람객어른들도 웃게 만드는 최고의 걸작! 쌍둥이 둘과 함께 저도 신나게 보고 왔네요~최고  "
"관람객우디 꽃길만 걷자ㅜㅜ 엉엉  "
"관람객재밌기는 하지만 3편에 비빌정도는 아님  "
"3편을 너무 재미있게 봐서 솔직히 이만큼 하겠나 하고 봤는데 충분했다. 충분히 만족스러웠다. 이 영화는 단순히 아이들이 보는 애니가 아니다. 어른들이 봐도 절대 유치하지 않은 많은 이야기를 담고 있는 영화다.  "
"1,2,3편까지 끌고 온 이야기를 피해서 가려다보니 이제와서 주인버리는 못된 장난감이 되버리네요....  "
"관람객재밌어요.아이랑 같이 보는거 추천요^^  "
"박수칠 때 떠나지 못하고 더 나가다가 전작까지 망쳐버리는 케이스가 됨완벽하게 끝난 전작에 괜히 붓으로 덧칠했다가 이도저도 아니게된 느낌그리고 우디만 주인공이 아니라는 걸 좀 알았으면..  "
"관람객역시 토이스토리 ㅜㅜ 믿고 보네용  "
"관람객토이스토리3에서 어떻게 이어갈까 싶었는데 예상외로 좋았습니다~아이들에거 즐거움과 희망을 주는것이 전부였던 장난감들에게 새로운 삶에 대한 희망이 있음을 알게  해주면서 뭔가 수고했어~라고 생각들게 만드는 작품입니다~  "
"광명롯시] 편애하는 픽사 애니라 안 볼 수 없었고, 기대도 충족시켜줬다. 아기자기 하면서 성인도 몰입해 볼 수 있는 무자극 스토리가 너무 좋았다. 나름 유머코드도 맞았다. '보 핍'은 인형인데도 매력적이었고 '우 디'와의 썸씽은 아름다웠다.  "
"나도,..진짜 행복한건지 되돌아본다..  "
"1,2,3 안본 사람도 재밌게 봤어요  "
"3편에서 마무리할줄 알았는데 정말 완벽한 결말ㅠㅠ 토이스토리4 또 보고싶네요  "
"개비개비 감정선 연기 개 쩐다  "
"관람객4도 좋았지만 3만큼은 아니였다고나 할까? 그래도 토이스토리 시리즈를 영화관에서 봐서 참좋았음  "
"관람객정말 마지막편인거 같아서 아쉽긴 하지만 우디다운 삶을 찾은거 같아요^^  "
"토이스토리4는  24년간  감동과 웃음을  선물해 준  귀한 영화였다.  "
"관람객완벽했어요. 꼭 보세요. 보기드문 대작!!!  "
"누가 뭐래도 나에겐 어릴적 추억과 향수를 그대로 느끼게 해준것 만으로도 부족 할 거 없는 최고의 영화. 어렸을때 부모님과 극장에서 2탄을 본 기억이 남아있었는데 이제 어느덧 어른이 된 내가 직접 후속편을 볼 수 있다는 것만으로도 감사하고 고맙습니다!  "
"최고의 영화였어요영원히 우리 마음속에 우디는 함께 할꺼에요  "
"왜 이렇게 눈물이 나던지 영화보며 계속 울었다useless/trash란 단어가 많이 나왔던 토이스토리4 언젠가 나도 쓸모없어져 누군가에게 버려질까봐 두려웠던거지 극장을 나오며 뭔가 용기를 내게 되었다 버려져도 괜찮아 또 다른 세상이 있겠지 하고  "
"한 5년쯤 뒤에 엔디가 결혼하고 자식 나아서 우디랑 재회하고 그 자식이 우디의 새로운 주인이 되는 스토리로 5가 이어진다면 참 좋겠다...  "
"보니가 우디를 좋아하지않는점과 앤디는 우디를 데려갈려고 했는데 우디는 거절하고 친구들과 같이 있고싶어했는데 나중에 헤어지는점이 제일 이해가 안됨 우리나라정서하고는 다른거 같음 결론은 재미없다기보다는 정서적으로 안맞아서 그렇게느껴지는거 같음  "
"우디가 없어졌을때 보니는 우디걱정 안하니깐 서운하더라 ㅜㅜ  "
"메인빌런이 보니네. 우디를 안챙기다니  "
"앤디 못잊는 우디 못잊어 ㅠㅜ  "
"타인에 의해 존재를 인정받는데 연연하지 않고 자신 자체가 의미있는 존재임을 깨달아가는 여정. 우디야 수고했어ㅠㅠ ♡  "
"27日에델안국세미나개미집28日굘희웅숭어황올탐탐니콘백코노29日굘3탄앤디모두고마워우디잘가파트너30日굘토이4만천웨딩용하유선영환베네보니가플라스틱포크에쓰레기를붙여만든포키☆소리상자로사랑을얻으려는개비개비☆우디는미녀보핍과☆버즈는앤디의토이들과☆큰토끼와작은병아리와카붐ㅋ  "
"관람객개인적으로는 3가 더 좋았지만4도 이렇게 까지 스토리를 이끌어낼 줄은 몰랐네요10점 주고 갑니다.  "
"빡침진짜3에서완벽하게끝내놓고보니는결국우디를버렸고그걸포장하기위해우디가자기삶을찾았다고한듯난마지막에보니가우디를다시사랑할줄알았는데보니도ㅗ쉽게헤어지는버즈랑우디도그렇고간다니까보내준친구들도이해안됨차라리보지말걸내마음속에있는아름다운엔딩이거지같아짐돈벌라고한편더만든느낌쉣  "
"관람객아이들이 웃으며 재미있게 보았습니다 재미도있고 감동도있는~  "
"관람객보니가 여자아이라서 그런지 보안관 우디에게 정이없어보여 보는내내 짠했지만 새 삶을가진 우디 무한한 세계로!  "
"관람객옛날만은 못해도 맛집은 믿고 가는 법  "
"진짜진짜 재밌다ㅠㅠㅠ  "
"관람객재미지다 재미져..항상 평타 이상을 침  "
"관람객어른이 된다는게 다들 똑같구나  "
"굳이 날 좋아해주지 않는 사람을 위해 헌신하고 매달릴 필요 없음.  "
"관람객따뜻한 영화 즐겁게 봤엉ㆍ  "
"관람객3편에 비해  조금 아쉽지만  9년만에  다시만나서  반가웠다~  "
"관람객굿바이 마이 프렌드 너가 나를 완성 시켜주었어 앤디도 보니도 그렇게 생각할께야 내 친구에서 온전한 자신으로 살아가길  "
"Yes I canada!!  "
"관람객눙물이 나옴ㅠㅠㅜ슬퍼  "
"우디가 친구들과 헤어지는데 배신감에 눈물이 흘렀습니다. 3편에서 우디가 보육원에 남지않고 앤디따라간다고할때 나홀로 우디를 쫓던 불스아이나 우디 베프 버즈가 어찌 그리 우디를 쉽게보낼수있는지...  "
"우디의 새로운 출발을 응원합니다!분명히 다시 더 멋진 시간이 세상이 펼쳐질거에요. 화이팅입니다! !^^♡  "
"관람객아이랑 보기 최고인 영화  "
"관람객잼있었어여~ 역시 토이스토리  "
"우디야 행복해라..ㅋ  "
"관람객역시 토이스토리!!!아이와 함께 즐거운 영화  "
"관람객재미있게 잘 봤습니다. 4편이 마지막이 아니라 앤디의 새로운 삶에 대한 또다른 모험과 이야기가 펼쳐지면 좋겠습니다.  "
"관람객역시 픽사는 실망시키지 않네요  "
"감동적이고 재미있다. 단지 예전 1, 2편 수준의 감동은 아니다. 심지어 앞부분엔 살짝 지루하기도 하다. 하지만 뒤로 갈수록 박진감 넘치고 눈물 찔금의 감동과 웃음을 준다  "
"알럽 폴키 ㅋ 우디가 보핍따라갈떄 너무 슬픈것 애들이랑헤어져서ㅜ  "
"관람객3가 너무 명작이라 4가 오히려 재미가 덜했음.. 그래도 재밌다  "
"시리즈물의 가장 좋은 예  "
"관람객진짜 잼씀 삶의 목적을 생각해봄  "
"관람객오늘부터 덕후가 됐어요..  "
"우디의 우정과 의리에 눈물..  "
"진짜 운다는거 보고 뭘 울어 이랬는데 3번울었음ㅜㅜ진짜 토이스토리 팬분들은 꼭 보세요 안보셨음 시리즈별 로 필수로 보고 가세요 ㅜㅜ 감동  "
"진짜 마지막에 우디하고 버즈가 헤어질때 너무 슬펐음. 영화 대박났음 좋겠다  "
